VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Paraguay,2020,13.89704445,US$/m3,I,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Peru,2020,4.423579346,US$/m3,I,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Philippines,2020,3.895398881,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Poland,2020,51.60076436,US$/m3,I,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Portugal,2020,28.48890729,US$/m3,I,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Puerto Rico,2020,28.35210757,US$/m3,I,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Qatar,2020,192.4198394,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Republic of Korea,2020,54.40901722,US$/m3,I,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Republic of Moldova,2020,8.446510848,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Romania,2020,28.46818025,US$/m3,I,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Russian Federation,2020,18.91209336,US$/m3,I,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Rwanda,2020,12.07816507,US$/m3,I,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sao Tome and Principe,2020,7.918243721,US$/m3,I,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Saudi Arabia,2020,25.07587204,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Senegal,2020,5.718747899,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Serbia,2020,6.534429273,US$/m3,I,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Seychelles,2020,83.00038511,US$/m3,I,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sierra Leone,2020,8.410879713,US$/m3,I,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovakia,2020,149.8730022,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovenia,2020,41.38624643,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Small Island Developing States,2020,24.62181188,US$/m3,E,TRUE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Somalia,2020,0.197041737,US$/m3,I,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,South Africa,2020,13.77323233,US$/m3,I,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,South Sudan,2020,8.572678247,US$/m3,I,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,South-eastern Asia,2020,5.252281173,US$/m3,E,TRUE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Southern Asia,2020,2.900144671,US$/m3,E,TRUE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Spain,2020,36.23085744,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sri Lanka,2020,6.178816669,US$/m3,I,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sub-Saharan Africa,2020,12.82034441,US$/m3,E,TRUE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sudan,2020,2.876253471,US$/m3,I,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Suriname,2020,6.924860061,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sweden,2020,187.9254478,US$/m3,I,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Switzerland,2020,404.8176286,US$/m3,I,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Syrian Arab Republic,2020,1.083273447,US$/m3,I,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Tajikistan,2020,1.01921436,US$/m3,I,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Thailand,2020,7.273106926,US$/m3,I,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Timor-Leste,2020,1.5304609,US$/m3,I,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Togo,2020,21.37560878,US$/m3,I,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Trinidad and Tobago,2020,53.36208762,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Tunisia,2020,10.01886119,US$/m3,I,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Turkmenistan,2020,1.171439643,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Türkiye,2020,13.75347415,US$/m3,I,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Uganda,2020,38.73536946,US$/m3,I,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Ukraine,2020,7.617021946,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Arab Emirates,2020,74.45144586,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Kingdom of Great Britain and Northern Ireland,2020,307.6166504,US$/m3,I,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Republic of Tanzania,2020,8.830454097,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United States of America,2020,43.03415476,US$/m3,I,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Uruguay,2020,12.74521343,US$/m3,I,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Uzbekistan,2020,1.60450991,US$/m3,I,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Venezuela (Bolivarian Republic of),2020,4.006051813,US$/m3,I,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Viet Nam,2020,2.626361045,US$/m3,I,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Western Asia,2020,14.97267029,US$/m3,E,TRUE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,World,2020,18.89739554,US$/m3,E,TRUE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Yemen,2020,5.194511171,US$/m3,I,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Zambia,2020,13.75241014,US$/m3,E,FALSE
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Zimbabwe,2020,4.469992671,US$/m3,I,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Australia and New Zealand,2020,3.209520324,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Central Asia,2020,63.05237419,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Central and Southern Asia,2020,63.99194881,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Eastern Asia,2020,27.69124478,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Eastern and South-Eastern Asia,2020,22.03676406,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Europe,2020,2.438032465,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Europe and Northern America,2020,4.275876137,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Land Locked Developing Countries,2020,13.08437321,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Latin America and the Caribbean,2020,4.492892371,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Least Developed Countries,2020,6.379828761,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Northern Africa,2020,98.99036145,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Northern Africa and Western Asia,2020,68.48115228,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Northern America,2020,7.565378249,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Oceania,2020,1.695224323,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Oceania (excluding Australia and New Zealand),2020,0.017106918,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Small Island Developing States,2020,2.215964759,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,South-eastern Asia,2020,17.59893312,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Southern Asia,2020,70.69479986,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Sub-Saharan Africa,2020,4.633758372,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Western Asia,2020,55.93855474,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,World,2020,13.1095101,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Industrial Sector Contribution to Water Stress,Australia and New Zealand,2020,1.111203034,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Industrial Sector Contribution to Water Stress,Central Asia,2020,5.921300725,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Industrial Sector Contribution to Water Stress,Central and Southern Asia,2020,1.756909001,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Industrial Sector Contribution to Water Stress,Eastern Asia,2020,7.540821512,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Industrial Sector Contribution to Water Stress,Eastern and South-Eastern Asia,2020,3.728657085,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Industrial Sector Contribution to Water Stress,Europe,2020,3.747487728,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Industrial Sector Contribution to Water Stress,Europe and Northern America,2020,5.929982565,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Industrial Sector Contribution to Water Stress,Land Locked Developing Countries,2020,0.895971296,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Industrial Sector Contribution to Water Stress,Latin America and the Caribbean,2020,0.57427133,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Industrial Sector Contribution to Water Stress,Least Developed Countries,2020,0.122554859,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Industrial Sector Contribution to Water Stress,Northern Africa,2020,5.564634822,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Industrial Sector Contribution to Water Stress,Northern Africa and Western Asia,2020,4.3940829,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Industrial Sector Contribution to Water Stress,Northern America,2020,9.966518946,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Industrial Sector Contribution to Water Stress,Oceania,2020,0.609795666,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Industrial Sector Contribution to Water Stress,Oceania (excluding Australia and New Zealand),2020,0.059438155,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Industrial Sector Contribution to Water Stress,Small Island Developing States,2020,0.767550904,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Industrial Sector Contribution to Water Stress,South-eastern Asia,2020,1.129179855,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Industrial Sector Contribution to Water Stress,Southern Asia,2020,1.478171948,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Industrial Sector Contribution to Water Stress,Sub-Saharan Africa,2020,0.51672401,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Industrial Sector Contribution to Water Stress,Western Asia,2020,3.897096895,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Industrial Sector Contribution to Water Stress,World,2020,2.761661958,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Municipal Sector Contribution to Water Stress,Australia and New Zealand,2020,0.759276644,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Municipal Sector Contribution to Water Stress,Central Asia,2020,5.41675318,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Municipal Sector Contribution to Water Stress,Central and Southern Asia,2020,4.874284432,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Municipal Sector Contribution to Water Stress,Eastern Asia,2020,8.827933704,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Municipal Sector Contribution to Water Stress,Eastern and South-Eastern Asia,2020,4.596226437,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Municipal Sector Contribution to Water Stress,Europe,2020,2.193346402,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Municipal Sector Contribution to Water Stress,Europe and Northern America,2020,2.243512862,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Municipal Sector Contribution to Water Stress,Land Locked Developing Countries,2020,1.07743427,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Municipal Sector Contribution to Water Stress,Latin America and the Caribbean,2020,0.921995054,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Municipal Sector Contribution to Water Stress,Least Developed Countries,2020,0.537616379,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Municipal Sector Contribution to Water Stress,Northern Africa,2020,15.99500373,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Municipal Sector Contribution to Water Stress,Northern Africa and Western Asia,2020,11.26983019,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Municipal Sector Contribution to Water Stress,Northern America,2020,2.658102804,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Municipal Sector Contribution to Water Stress,Oceania,2020,0.434980012,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Municipal Sector Contribution to Water Stress,Oceania (excluding Australia and New Zealand),2020,0.083454927,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Municipal Sector Contribution to Water Stress,Small Island Developing States,2020,0.670491827,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Municipal Sector Contribution to Water Stress,South-eastern Asia,2020,1.694543143,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Municipal Sector Contribution to Water Stress,Southern Asia,2020,5.317028191,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Municipal Sector Contribution to Water Stress,Sub-Saharan Africa,2020,1.029517617,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Municipal Sector Contribution to Water Stress,Western Asia,2020,9.321349502,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Municipal Sector Contribution to Water Stress,World,2020,2.388568741,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Afghanistan,2020,54.75701944,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Albania,2020,4.723557692,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Algeria,2020,137.9203602,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Angola,2020,1.871883289,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Antigua and Barbuda,2020,8.461538461,%,I,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Argentina,2020,10.45666408,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Armenia,2020,57.09098245,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Australia,2020,3.474065139,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Australia and New Zealand,2020,5.08,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Austria,2020,9.643547941,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Azerbaijan,2020,55.59726209,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Bahrain,2020,133.7068966,%,I,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Bangladesh,2020,5.723339482,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Barbados,2020,87.5,%,I,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Belarus,2020,4.377059987,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Belgium,2020,51.58476659,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Belize,2020,1.260294485,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Benin,2020,0.975243811,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Bhutan,2020,1.413807531,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Bolivia (Plurinational State of),2020,1.177001127,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Bosnia and Herzegovina,2020,2.000531208,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Botswana,2020,2.305004706,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Brazil,2020,1.479304271,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Brunei Darussalam,2020,3.466465712,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Bulgaria,2020,37.51940276,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Burkina Faso,2020,7.820267686,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Burundi,2020,10.19286754,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Cabo Verde,2020,8.433333333,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Cambodia,2020,1.03654485,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Cameroon,2020,1.560430107,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Canada,2020,3.733573635,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Central African Republic,2020,0.335648148,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Central Asia,2020,79.96,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Central and Southern Asia,2020,71.13,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Chad,2020,4.294921875,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Chile,2020,8.982121089,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,China,2020,41.5185288,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Colombia,2020,4.358633198,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Comoros,2020,0.833333333,%,I,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Congo,2020,0.027446301,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Costa Rica,2020,5.351672355,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Croatia,2020,1.47843486,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Cuba,2020,23.93944607,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Cyprus,2020,37.58884636,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Czechia,2020,20.77250608,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Côte d'Ivoire,2020,5.087565674,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Democratic People's Republic of Korea,2020,27.7404678,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Democratic Republic of the Congo,2020,0.226883505,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Denmark,2020,26.40427258,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Djibouti,2020,6.333333333,%,I,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Dominica,2020,10,%,I,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Dominican Republic,2020,39.55331412,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Eastern Asia,2020,44.06,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Eastern and South-Eastern Asia,2020,30.36,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Ecuador,2020,6.782352941,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Egypt,2020,141.1657559,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,El Salvador,2020,2.427323768,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Equatorial Guinea,2020,0.183503244,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Eritrea,2020,11.17511521,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Estonia,2020,9.231085498,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Eswatini,2020,77.55991285,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Ethiopia,2020,32.25718654,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Europe,2020,8.38,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Europe and Northern America,2020,12.45,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Fiji,2020,0.29737303,%,I,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Finland,2020,7.114062129,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,France,2020,22.99928184,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Gabon,2020,0.502166065,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Gambia,2020,2.209656372,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Georgia,2020,5.386710098,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Germany,2020,33.50191886,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Ghana,2020,6.314734089,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Greece,2020,20.47744285,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Grenada,2020,7.05,%,I,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Guatemala,2020,5.742097081,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Guinea,2020,1.369230769,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Guinea-Bissau,2020,1.495726496,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Guyana,2020,3.298401827,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Haiti,2020,13.38379177,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Honduras,2020,4.621268764,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Hungary,2020,8.070120898,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Iceland,2020,0.394075282,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,India,2020,66.49209283,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Indonesia,2020,29.69654529,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Iran (Islamic Republic of),2020,81.28908129,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Iraq,2020,79.51404494,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Ireland,2020,21.64044944,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Israel,2020,110.0854111,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Italy,2020,29.64578377,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Jamaica,2020,12.4734362,%,I,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Japan,2020,36.04597701,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Jordan,2020,104.31277,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Kazakhstan,2020,34.09847434,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Kenya,2020,33.23990107,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Kuwait,2020,3850.5,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Kyrgyzstan,2020,50.03895598,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Land Locked Developing Countries,2020,15.7,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Lao People's Democratic Republic,2020,4.791395046,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Latin America and the Caribbean,2020,5.99,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Latvia,2020,1.067831467,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Least Developed Countries,2020,7.04,%,E,TRUE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Lebanon,2020,58.79299156,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Lesotho,2020,2.565905097,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Liberia,2020,0.264311594,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Libya,2020,817.1428571,%,I,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Lithuania,2020,1.834102379,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Luxembourg,2020,3.963515755,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Madagascar,2020,11.26150628,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Malawi,2020,17.50483809,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Malaysia,2020,3.439487179,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Maldives,2020,15.66666667,%,I,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Mali,2020,8.00308642,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Malta,2020,81.8599396,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Mauritania,2020,13.24621733,%,E,FALSE
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Mauritius,2020,22.06470374,%,E,FALSE
